GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
dataclay,es.bsc.dataclay.exceptions.logicmodule.notificationmgr,EventObjsMeetConditionAlreadyRegisteredException,16,0,0,0,3,0,1,0,1,0
dataclay,es.bsc.dataclay.exceptions.logicmodule.notificationmgr,EventListenerAlreadyRegisteredException,16,0,0,0,2,0,1,0,1,0
dataclay,es.bsc.dataclay.exceptions.logicmodule.notificationmgr,EventMessageNotRegisteredException,16,0,0,0,2,0,1,0,1,0
dataclay,es.bsc.dataclay.exceptions.logicmodule.notificationmgr,EventMessageAlreadyStoredException,16,0,0,0,2,0,1,0,1,0
dataclay,es.bsc.dataclay.util.management.metadataservice,ExecutionEnvironment,59,61,10,0,11,20,9,10,4,10
dataclay,es.bsc.dataclay.util.management.metadataservice,DataClayInstance,31,51,0,0,6,17,3,7,3,7
dataclay,es.bsc.dataclay.util.management.metadataservice,RegistrationInfo,54,0,0,0,11,0,6,0,6,0
dataclay,es.bsc.dataclay.util.management.metadataservice,MetaDataInfo,21,48,0,0,8,21,7,7,7,7
dataclay,es.bsc.dataclay.util.management.metadataservice,StorageLocation,58,38,8,0,9,15,8,7,4,7
dataclay,es.bsc.dataclay.exceptions.logicmodule.namespacemgr,ImportedInterfaceInUseException,0,23,0,0,0,3,0,1,0,1
dataclay,es.bsc.dataclay.exceptions.logicmodule.namespacemgr,InterfaceNotImportedException,0,23,0,0,0,2,0,1,0,1
dataclay,es.bsc.dataclay.exceptions.logicmodule.namespacemgr,AccountNotResponsibleOfNamespace,0,17,0,0,0,2,0,1,0,1
dataclay,es.bsc.dataclay.exceptions.logicmodule.namespacemgr,NamespaceDoesNotExistException,15,15,0,0,2,2,1,1,1,1
dataclay,es.bsc.dataclay.exceptions.logicmodule.namespacemgr,NamespaceExistsException,0,15,0,0,0,2,0,1,0,1
dataclay,es.bsc.dataclay.exceptions.logicmodule.namespacemgr,InterfaceAlreadyImportedException,0,23,0,0,0,3,0,1,0,1
dataclay,es.bsc.dataclay,DataClayMockObject,18,0,0,0,7,0,4,0,4,0
dataclay,es.bsc.dataclay,DataClayObject,1632,28,173,1,398,10,189,2,102,2
dataclay,es.bsc.dataclay,DataClayExecutionObject,166,0,8,0,57,0,24,0,20,0
dataclay,es.bsc.dataclay.serialization.java,DataClayJavaWrapper,0,3,0,0,0,2,0,1,0,1
dataclay,es.bsc.dataclay.serialization.java,LanguageTypes,0,264,0,0,0,27,0,1,0,1
dataclay,es.bsc.dataclay.exceptions.logicmodule.sessionmgr,SessionIsNotActiveException,16,0,0,0,2,0,1,0,1,0
dataclay,es.bsc.dataclay.exceptions.logicmodule.sessionmgr,SessionNotExistException,0,15,0,0,0,2,0,1,0,1
dataclay,es.bsc.dataclay.exceptions.logicmodule.sessionmgr,SessionExternalIsNotActiveException,16,0,0,0,2,0,1,0,1,0
dataclay,es.bsc.dataclay.exceptions.logicmodule.sessionmgr,SessionExternalNotExistException,15,0,0,0,2,0,1,0,1,0
dataclay,es.bsc.dataclay.util.management.classmgr.python,PythonImplementation,28,0,0,0,9,0,5,0,5,0
dataclay,es.bsc.dataclay.util.management.classmgr.python,PythonOperationInfo,10,0,0,0,5,0,3,0,3,0
dataclay,es.bsc.dataclay.util.management.classmgr.python,PythonPropertyInfo,10,0,0,0,5,0,3,0,3,0
dataclay,es.bsc.dataclay.util.management.classmgr.python,PythonAnnotationInfo,10,0,0,0,5,0,3,0,3,0
dataclay,es.bsc.dataclay.util.management.classmgr.python,PythonClassInfo,30,0,2,0,13,0,7,0,6,0
dataclay,es.bsc.dataclay.util.management.classmgr.python,PythonTypeInfo,70,0,10,0,23,0,14,0,9,0
dataclay,es.bsc.dataclay.exceptions.dataservice,ExecuteMethodException,13,0,0,0,2,0,1,0,1,0
dataclay,es.bsc.dataclay.exceptions.dataservice,ClassDeploymentException,21,0,0,0,2,0,1,0,1,0
dataclay,es.bsc.dataclay.exceptions.dataservice,ObjectNotExistException,32,0,0,0,4,0,2,0,2,0
dataclay,es.bsc.dataclay.exceptions.dataservice,CleanExecutionClassesDirException,13,0,0,0,2,0,1,0,1,0
dataclay,es.bsc.dataclay.logic.classmgr.bytecode.java.headers,ClassHeaderTransformer,153,0,18,0,35,0,12,0,3,0
dataclay,es.bsc.dataclay.logic.classmgr.bytecode.java.headers,SignatureHeaderTransformer,146,0,4,0,47,0,19,0,17,0
dataclay,es.bsc.dataclay.communication.grpc.clients,CommonGrpcClient,207,0,14,0,52,0,14,0,7,0
dataclay,es.bsc.dataclay.logic.contractmgr,ContractManagerSQLStatements.SqlStatements,0,245,0,2,0,31,0,5,0,4
dataclay,es.bsc.dataclay.logic.contractmgr,ContractManager,380,651,61,59,81,142,46,39,8,17
dataclay,es.bsc.dataclay.logic.contractmgr,ContractManagerDB,509,1308,72,88,159,365,63,41,4,20
dataclay,es.bsc.dataclay.logic.contractmgr,ContractManagerSQLStatements,0,8,1,1,0,4,1,1,0,1
dataclay,es.bsc.dataclay.communication.grpc.clients.logicmodule,LogicModuleGrpcClient.new StreamObserver() {...},20,0,0,0,6,0,4,0,4,0
dataclay,es.bsc.dataclay.communication.grpc.clients.logicmodule,LogicModuleGrpcClient.new StreamObserver() {...},33,0,2,0,9,0,5,0,4,0
dataclay,es.bsc.dataclay.communication.grpc.clients.logicmodule,LogicModuleGrpcClient,4661,0,100,0,1091,0,291,0,241,0
dataclay,es.bsc.dataclay.communication.grpc.services.logicmodule,LogicModuleServer,74,0,4,0,25,0,7,0,5,0
dataclay,es.bsc.dataclay.communication.grpc.services.logicmodule,LogicModuleService,4797,0,72,0,1591,0,154,0,118,0
dataclay,es.bsc.dataclay.util.tools.java,DataClayRemapper,85,0,6,0,14,0,10,0,7,0
dataclay,es.bsc.dataclay.util.tools.java,DataClayMethodVisitor,380,0,28,0,89,0,25,0,11,0
dataclay,es.bsc.dataclay.util.tools.java,DataClayFieldVisitor,29,0,0,0,8,0,2,0,2,0
dataclay,es.bsc.dataclay.util.tools.java,DataClaySignatureVisitor,61,0,0,0,21,0,11,0,11,0
dataclay,es.bsc.dataclay.util.tools.java,JavaSpecGenerator,341,0,16,0,78,0,14,0,6,0
dataclay,es.bsc.dataclay.util.tools.java,DataClayAnnotationVisitor,13,0,0,0,5,0,2,0,2,0
dataclay,es.bsc.dataclay.util.tools.java,DataClayClassesFileGenerator,118,0,2,0,21,0,3,0,2,0
dataclay,es.bsc.dataclay.util.tools.java,DataClayClassVisitor,745,0,66,0,150,0,48,0,15,0
dataclay,es.bsc.dataclay.loader,ExecutionObjectLoader,268,0,26,0,77,0,21,0,8,0
dataclay,es.bsc.dataclay.loader,ClientObjectLoader,17,6,0,0,5,3,3,1,3,1
dataclay,es.bsc.dataclay.loader,DataClayObjectLoader,161,9,18,0,39,4,12,2,3,2
dataclay,es.bsc.dataclay.logic.namespacemgr,NamespaceManagerSQLStatements.SqlStatements,0,275,0,2,0,34,0,5,0,4
dataclay,es.bsc.dataclay.logic.namespacemgr,NamespaceManager,293,1522,45,153,62,328,43,83,4,23
dataclay,es.bsc.dataclay.logic.namespacemgr,NamespaceManagerSQLStatements,0,8,1,1,0,4,1,1,0,1
dataclay,es.bsc.dataclay.logic.namespacemgr,NamespaceManagerDB,560,1421,70,84,168,393,63,43,3,26
dataclay,es.bsc.dataclay.exceptions,LanguageExecutionException,8,0,0,0,4,0,2,0,2,0
dataclay,es.bsc.dataclay.exceptions,ErrorDefs,6,0,0,0,2,0,2,0,2,0
dataclay,es.bsc.dataclay.exceptions,JavaExecutionException,7,0,0,0,4,0,2,0,2,0
dataclay,es.bsc.dataclay.exceptions,DataClayException,219,20,13,1,71,8,19,3,12,3
dataclay,es.bsc.dataclay.exceptions,DataClayClassNotFoundException,14,0,0,0,4,0,2,0,2,0
dataclay,es.bsc.dataclay.exceptions,DataClayRuntimeException,13,0,0,0,6,0,3,0,3,0
dataclay,es.bsc.dataclay.exceptions,ErrorDefs.ERRORCODE,31,1102,4,0,10,111,5,2,3,2
dataclay,es.bsc.dataclay.serialization,DataClayRefList,81,0,6,0,22,0,9,0,6,0
dataclay,es.bsc.dataclay.util.classloaders,SyncClass,107,0,8,0,23,0,9,0,5,0
dataclay,es.bsc.dataclay.util.classloaders,ClassLockers,59,14,8,0,16,5,8,2,4,2
dataclay,es.bsc.dataclay.util.classloaders,DataClayClassLoaderSrv,209,0,6,0,60,0,11,0,8,0
dataclay,es.bsc.dataclay.util.classloaders,DataClayClassLoader,116,21,4,0,34,6,6,2,4,2
dataclay,es.bsc.dataclay.exceptions.logicmodule.accountmgr,InvalidCredentialsException,0,6,0,0,0,2,0,1,0,1
dataclay,es.bsc.dataclay.exceptions.logicmodule.accountmgr,AccountAlreadyExistException,0,15,0,0,0,2,0,1,0,1
dataclay,es.bsc.dataclay.exceptions.logicmodule.accountmgr,AccountNotExistException,15,17,0,0,2,2,1,1,1,1
dataclay,es.bsc.dataclay.serialization.java.lang,ShortWrapper,91,0,8,0,23,0,14,0,10,0
dataclay,es.bsc.dataclay.serialization.java.lang,ByteWrapper,91,0,8,0,23,0,14,0,10,0
dataclay,es.bsc.dataclay.serialization.java.lang,BooleanWrapper,91,0,8,0,23,0,14,0,10,0
dataclay,es.bsc.dataclay.serialization.java.lang,FloatWrapper,91,0,8,0,23,0,14,0,10,0
dataclay,es.bsc.dataclay.serialization.java.lang,DoubleWrapper,91,0,8,0,23,0,14,0,10,0
dataclay,es.bsc.dataclay.serialization.java.lang,CharacterWrapper,91,0,8,0,23,0,14,0,10,0
dataclay,es.bsc.dataclay.serialization.java.lang,StringWrapper,89,0,8,0,23,0,14,0,10,0
dataclay,es.bsc.dataclay.serialization.java.lang,IntegerWrapper,91,0,8,0,23,0,14,0,10,0
dataclay,es.bsc.dataclay.serialization.java.lang,ObjectWrapper,532,337,48,54,60,75,37,21,2,5
dataclay,es.bsc.dataclay.serialization.java.lang,LongWrapper,91,0,8,0,23,0,14,0,10,0
dataclay,es.bsc.dataclay.logic.logicmetadata,LogicMetadataSQLStatements,8,0,2,0,4,0,2,0,1,0
dataclay,es.bsc.dataclay.logic.logicmetadata,LogicMetadataSQLStatements.SqlStatements,75,0,2,0,14,0,5,0,4,0
dataclay,es.bsc.dataclay.logic.logicmetadata,LogicMetadataIDs,3,0,0,0,1,0,1,0,1,0
dataclay,es.bsc.dataclay.logic.logicmetadata,LogicMetadataDB,301,0,26,0,107,0,21,0,8,0
dataclay,es.bsc.dataclay.communication.grpc.messages.common,CommonMessages.PersistentObjectInDB.Builder,386,0,46,0,113,0,57,0,34,0
dataclay,es.bsc.dataclay.communication.grpc.messages.common,CommonMessages.DataClayObjectMetaData.OidsDefaultEntryHolder,9,0,0,0,5,0,1,0,1,0
dataclay,es.bsc.dataclay.communication.grpc.messages.common,CommonMessages.NamespaceID,381,0,35,0,115,0,54,0,36,0
dataclay,es.bsc.dataclay.communication.grpc.messages.common,CommonMessages.ParamOrReturn,443,0,52,0,124,0,65,0,38,0
dataclay,es.bsc.dataclay.communication.grpc.messages.common,CommonMessages.EventObjsMeetConditionID.Builder,246,0,20,0,81,0,37,0,27,0
dataclay,es.bsc.dataclay.communication.grpc.messages.common,CommonMessages.ExceptionInfo.Builder,275,0,20,0,86,0,41,0,31,0
dataclay,es.bsc.dataclay.communication.grpc.messages.common,CommonMessages.LanguageParamOrReturn.Builder,386,0,46,0,113,0,57,0,34,0
dataclay,es.bsc.dataclay.communication.grpc.messages.common,CommonMessages.DataSetID.new AbstractParser() {...},10,0,0,0,2,0,2,0,2,0
dataclay,es.bsc.dataclay.communication.grpc.messages.common,CommonMessages.LanguageParamOrReturn.new AbstractParser() {...},10,0,0,0,2,0,2,0,2,0
dataclay,es.bsc.dataclay.communication.grpc.messages.common,CommonMessages.PersistentParamOrReturn.new AbstractParser() {...},10,0,0,0,2,0,2,0,2,0
dataclay,es.bsc.dataclay.communication.grpc.messages.common,CommonMessages.EmptyMessage.Builder,148,0,10,0,47,0,27,0,22,0
dataclay,es.bsc.dataclay.communication.grpc.messages.common,CommonMessages.ObjectWithDataParamOrReturn.Builder,768,0,110,0,217,0,107,0,52,0
dataclay,es.bsc.dataclay.communication.grpc.messages.common,CommonMessages.EmptyMessage,291,0,24,0,89,0,46,0,34,0
dataclay,es.bsc.dataclay.communication.grpc.messages.common,CommonMessages.EventObjsMeetConditionID,381,0,35,0,115,0,54,0,36,0
dataclay,es.bsc.dataclay.communication.grpc.messages.common,CommonMessages.ParamOrReturn.Builder,386,0,46,0,113,0,57,0,34,0
dataclay,es.bsc.dataclay.communication.grpc.messages.common,CommonMessages.SerializedParametersOrReturn,1005,0,96,0,264,0,116,0,64,0
dataclay,es.bsc.dataclay.communication.grpc.messages.common,CommonMessages.CredentialID,381,0,35,0,115,0,54,0,36,0
dataclay,es.bsc.dataclay.communication.grpc.messages.common,CommonMessages.ExceptionInfo.new AbstractParser() {...},10,0,0,0,2,0,2,0,2,0
dataclay,es.bsc.dataclay.communication.grpc.messages.common,CommonMessages.StorageLocationID.Builder,246,0,20,0,81,0,37,0,27,0
dataclay,es.bsc.dataclay.communication.grpc.messages.common,CommonMessages.QualitativeRegistryID.Builder,246,0,20,0,81,0,37,0,27,0
dataclay,es.bsc.dataclay.communication.grpc.messages.common,CommonMessages.PersistentParamOrReturn.Builder,912,0,138,0,255,0,127,0,58,0
dataclay,es.bsc.dataclay.communication.grpc.messages.common,CommonMessages.DataSetID,381,0,35,0,115,0,54,0,36,0
dataclay,es.bsc.dataclay.communication.grpc.messages.common,CommonMessages.DataClayInstanceID.new AbstractParser() {...},10,0,0,0,2,0,2,0,2,0
dataclay,es.bsc.dataclay.communication.grpc.messages.common,CommonMessages.ResourceID,381,0,35,0,115,0,54,0,36,0
dataclay,es.bsc.dataclay.communication.grpc.messages.common,CommonMessages.SerializedParametersOrReturn.new AbstractParser() {...},10,0,0,0,2,0,2,0,2,0
dataclay,es.bsc.dataclay.communication.grpc.messages.common,CommonMessages.DataClayObjectMetaData.ClassidsDefaultEntryHolder,9,0,0,0,5,0,1,0,1,0
dataclay,es.bsc.dataclay.communication.grpc.messages.common,CommonMessages.GetTracesResponse,582,0,68,0,157,0,80,0,45,0
dataclay,es.bsc.dataclay.communication.grpc.messages.common,CommonMessages.QualitativeRegistryID,381,0,35,0,115,0,54,0,36,0
dataclay,es.bsc.dataclay.communication.grpc.messages.common,CommonMessages.PropertyID.new AbstractParser() {...},10,0,0,0,2,0,2,0,2,0
dataclay,es.bsc.dataclay.communication.grpc.messages.common,CommonMessages.ParamOrReturn.new AbstractParser() {...},10,0,0,0,2,0,2,0,2,0
dataclay,es.bsc.dataclay.communication.grpc.messages.common,CommonMessages.AccountID,381,0,35,0,115,0,54,0,36,0
dataclay,es.bsc.dataclay.communication.grpc.messages.common,CommonMessages.NamespaceID.new AbstractParser() {...},10,0,0,0,2,0,2,0,2,0
dataclay,es.bsc.dataclay.communication.grpc.messages.common,CommonMessages.Langs,55,68,9,1,16,12,13,3,7,3
dataclay,es.bsc.dataclay.communication.grpc.messages.common,CommonMessages.PersistentObjectInDB.new AbstractParser() {...},10,0,0,0,2,0,2,0,2,0
dataclay,es.bsc.dataclay.communication.grpc.messages.common,CommonMessages.RegistrationInfo,687,0,108,0,177,0,102,0,46,0
dataclay,es.bsc.dataclay.communication.grpc.messages.common,CommonMessages.ObjectID.new AbstractParser() {...},10,0,0,0,2,0,2,0,2,0
dataclay,es.bsc.dataclay.communication.grpc.messages.common,CommonMessages.SerializedParametersOrReturn.ImmParamsDefaultEntryHolder,9,0,0,0,5,0,1,0,1,0
dataclay,es.bsc.dataclay.communication.grpc.messages.common,CommonMessages.Langs.new Internal.EnumLiteMap() {...},3,3,0,0,1,1,1,1,1,1
dataclay,es.bsc.dataclay.communication.grpc.messages.common,CommonMessages.FederatedObjectInfo.Builder,717,0,76,0,217,0,89,0,51,0
dataclay,es.bsc.dataclay.communication.grpc.messages.common,CommonMessages.StorageLocationID.new AbstractParser() {...},10,0,0,0,2,0,2,0,2,0
dataclay,es.bsc.dataclay.communication.grpc.messages.common,CommonMessages.StorageLocationID,381,0,35,0,115,0,54,0,36,0
dataclay,es.bsc.dataclay.communication.grpc.messages.common,CommonMessages.PropertyID.Builder,246,0,20,0,81,0,37,0,27,0
dataclay,es.bsc.dataclay.communication.grpc.messages.common,CommonMessages.DataContractID,381,0,35,0,115,0,54,0,36,0
dataclay,es.bsc.dataclay.communication.grpc.messages.common,CommonMessages.LanguageParamOrReturn,443,0,52,0,124,0,65,0,38,0
dataclay,es.bsc.dataclay.communication.grpc.messages.common,CommonMessages.ImmutableParamOrReturn,344,0,31,0,102,0,51,0,35,0
dataclay,es.bsc.dataclay.communication.grpc.messages.common,CommonMessages.ObjectWithDataParamOrReturn,641,0,94,0,168,0,93,0,44,0
dataclay,es.bsc.dataclay.communication.grpc.messages.common,CommonMessages.ObjectID,381,0,35,0,115,0,54,0,36,0
dataclay,es.bsc.dataclay.communication.grpc.messages.common,CommonMessages.CredentialID.Builder,246,0,20,0,81,0,37,0,27,0
dataclay,es.bsc.dataclay.communication.grpc.messages.common,CommonMessages.DataClayInstanceID,381,0,35,0,115,0,54,0,36,0
dataclay,es.bsc.dataclay.communication.grpc.messages.common,CommonMessages.EventMessageID.Builder,246,0,20,0,81,0,37,0,27,0
dataclay,es.bsc.dataclay.communication.grpc.messages.common,CommonMessages.PersistentParamOrReturn,687,0,108,0,177,0,102,0,46,0
dataclay,es.bsc.dataclay.communication.grpc.messages.common,CommonMessages.DataClayInstanceID.Builder,246,0,20,0,81,0,37,0,27,0
dataclay,es.bsc.dataclay.communication.grpc.messages.common,CommonMessages.DataContractID.new AbstractParser() {...},10,0,0,0,2,0,2,0,2,0
dataclay,es.bsc.dataclay.communication.grpc.messages.common,CommonMessages.InterfaceID,381,0,35,0,115,0,54,0,36,0
dataclay,es.bsc.dataclay.communication.grpc.messages.common,CommonMessages.Credential.Builder,246,0,20,0,81,0,37,0,27,0
dataclay,es.bsc.dataclay.communication.grpc.messages.common,CommonMessages.RegistrationInfo.new AbstractParser() {...},10,0,0,0,2,0,2,0,2,0
dataclay,es.bsc.dataclay.communication.grpc.messages.common,CommonMessages.EventMessageID.new AbstractParser() {...},10,0,0,0,2,0,2,0,2,0
dataclay,es.bsc.dataclay.communication.grpc.messages.common,CommonMessages.InterfaceID.new AbstractParser() {...},10,0,0,0,2,0,2,0,2,0
dataclay,es.bsc.dataclay.communication.grpc.messages.common,CommonMessages.Credential,381,0,35,0,115,0,54,0,36,0
dataclay,es.bsc.dataclay.communication.grpc.messages.common,CommonMessages.PropertyID,381,0,35,0,115,0,54,0,36,0
dataclay,es.bsc.dataclay.communication.grpc.messages.common,CommonMessages.QualitativeRegistryID.new AbstractParser() {...},10,0,0,0,2,0,2,0,2,0
dataclay,es.bsc.dataclay.communication.grpc.messages.common,CommonMessages.DataClayObjectMetaData.HintsDefaultEntryHolder,9,0,0,0,5,0,1,0,1,0
dataclay,es.bsc.dataclay.communication.grpc.messages.common,CommonMessages.ExecutionEnvironmentID,381,0,35,0,115,0,54,0,36,0
dataclay,es.bsc.dataclay.communication.grpc.messages.common,CommonMessages.AccountID.new AbstractParser() {...},10,0,0,0,2,0,2,0,2,0
dataclay,es.bsc.dataclay.communication.grpc.messages.common,CommonMessages.ExceptionInfo,444,0,45,0,128,0,61,0,37,0
dataclay,es.bsc.dataclay.communication.grpc.messages.common,CommonMessages.EmptyMessage.new AbstractParser() {...},10,0,0,0,2,0,2,0,2,0
dataclay,es.bsc.dataclay.communication.grpc.messages.common,CommonMessages.ImplementationID.Builder,246,0,20,0,81,0,37,0,27,0
dataclay,es.bsc.dataclay.communication.grpc.messages.common,CommonMessages.OperationID.Builder,246,0,20,0,81,0,37,0,27,0
dataclay,es.bsc.dataclay.communication.grpc.messages.common,CommonMessages.GetTracesResponse.Builder,542,0,68,0,151,0,80,0,46,0
dataclay,es.bsc.dataclay.communication.grpc.messages.common,CommonMessages.ImplementationID,381,0,35,0,115,0,54,0,36,0
dataclay,es.bsc.dataclay.communication.grpc.messages.common,CommonMessages.DataClayObjectMetaData.ExtDataClayIDsDefaultEntryHolder,9,0,0,0,5,0,1,0,1,0
dataclay,es.bsc.dataclay.communication.grpc.messages.common,CommonMessages.SessionID.new AbstractParser() {...},10,0,0,0,2,0,2,0,2,0
dataclay,es.bsc.dataclay.communication.grpc.messages.common,CommonMessages,903,0,0,0,105,0,4,0,4,0
dataclay,es.bsc.dataclay.communication.grpc.messages.common,CommonMessages.ResourceID.new AbstractParser() {...},10,0,0,0,2,0,2,0,2,0
dataclay,es.bsc.dataclay.communication.grpc.messages.common,CommonMessages.DataSetID.Builder,246,0,20,0,81,0,37,0,27,0
dataclay,es.bsc.dataclay.communication.grpc.messages.common,CommonMessages.GetTracesResponse.TracesDefaultEntryHolder,8,0,0,0,3,0,1,0,1,0
dataclay,es.bsc.dataclay.communication.grpc.messages.common,CommonMessages.MetaClassID,381,0,35,0,115,0,54,0,36,0
dataclay,es.bsc.dataclay.communication.grpc.messages.common,CommonMessages.ImmutableParamOrReturn.new AbstractParser() {...},10,0,0,0,2,0,2,0,2,0
dataclay,es.bsc.dataclay.communication.grpc.messages.common,CommonMessages.ImplementationID.new AbstractParser() {...},10,0,0,0,2,0,2,0,2,0
dataclay,es.bsc.dataclay.communication.grpc.messages.common,CommonMessages.FederatedObjectInfo,696,0,80,0,189,0,87,0,45,0
dataclay,es.bsc.dataclay.communication.grpc.messages.common,CommonMessages.ObjectWithDataParamOrReturn.new AbstractParser() {...},10,0,0,0,2,0,2,0,2,0
dataclay,es.bsc.dataclay.communication.grpc.messages.common,CommonMessages.PersistentObjectInDB,443,0,52,0,124,0,65,0,38,0
dataclay,es.bsc.dataclay.communication.grpc.messages.common,CommonMessages.AccountID.Builder,246,0,20,0,81,0,37,0,27,0
dataclay,es.bsc.dataclay.communication.grpc.messages.common,CommonMessages.ECAID.new AbstractParser() {...},10,0,0,0,2,0,2,0,2,0
dataclay,es.bsc.dataclay.communication.grpc.messages.common,CommonMessages.ExecutionEnvironmentID.new AbstractParser() {...},10,0,0,0,2,0,2,0,2,0
dataclay,es.bsc.dataclay.communication.grpc.messages.common,CommonMessages.SerializedParametersOrReturn.LangParamsDefaultEntryHolder,9,0,0,0,5,0,1,0,1,0
dataclay,es.bsc.dataclay.communication.grpc.messages.common,CommonMessages.ObjectID.Builder,246,0,20,0,81,0,37,0,27,0
dataclay,es.bsc.dataclay.communication.grpc.messages.common,CommonMessages.ContractID,381,0,35,0,115,0,54,0,36,0
dataclay,es.bsc.dataclay.communication.grpc.messages.common,CommonMessages.NamespaceID.Builder,246,0,20,0,81,0,37,0,27,0
dataclay,es.bsc.dataclay.communication.grpc.messages.common,CommonMessages.DataClayObjectMetaData,1005,0,96,0,264,0,116,0,64,0
dataclay,es.bsc.dataclay.communication.grpc.messages.common,CommonMessages.OperationID,381,0,35,0,115,0,54,0,36,0
dataclay,es.bsc.dataclay.communication.grpc.messages.common,CommonMessages.MetaClassID.Builder,246,0,20,0,81,0,37,0,27,0
dataclay,es.bsc.dataclay.communication.grpc.messages.common,CommonMessages.GetTracesResponse.new AbstractParser() {...},10,0,0,0,2,0,2,0,2,0
dataclay,es.bsc.dataclay.communication.grpc.messages.common,CommonMessages.SessionID.Builder,246,0,20,0,81,0,37,0,27,0
dataclay,es.bsc.dataclay.communication.grpc.messages.common,CommonMessages.MetaClassID.new AbstractParser() {...},10,0,0,0,2,0,2,0,2,0
dataclay,es.bsc.dataclay.communication.grpc.messages.common,CommonMessages.ExecutionEnvironmentID.Builder,246,0,20,0,81,0,37,0,27,0
dataclay,es.bsc.dataclay.communication.grpc.messages.common,CommonMessages.Credential.new AbstractParser() {...},10,0,0,0,2,0,2,0,2,0
dataclay,es.bsc.dataclay.communication.grpc.messages.common,CommonMessages.InterfaceID.Builder,246,0,20,0,81,0,37,0,27,0
dataclay,es.bsc.dataclay.communication.grpc.messages.common,CommonMessages.DataClayObjectMetaData.new AbstractParser() {...},10,0,0,0,2,0,2,0,2,0
dataclay,es.bsc.dataclay.communication.grpc.messages.common,CommonMessages.SerializedParametersOrReturn.Builder,808,0,70,0,231,0,117,0,79,0
dataclay,es.bsc.dataclay.communication.grpc.messages.common,CommonMessages.RegistrationInfo.Builder,912,0,138,0,255,0,127,0,58,0
dataclay,es.bsc.dataclay.communication.grpc.messages.common,CommonMessages.EventMessageID,381,0,35,0,115,0,54,0,36,0
dataclay,es.bsc.dataclay.communication.grpc.messages.common,CommonMessages.ECAID.Builder,246,0,20,0,81,0,37,0,27,0
dataclay,es.bsc.dataclay.communication.grpc.messages.common,CommonMessages.ResourceID.Builder,246,0,20,0,81,0,37,0,27,0
dataclay,es.bsc.dataclay.communication.grpc.messages.common,CommonMessages.ImmutableParamOrReturn.Builder,195,0,14,0,61,0,32,0,25,0
dataclay,es.bsc.dataclay.communication.grpc.messages.common,CommonMessages.SessionID,381,0,35,0,115,0,54,0,36,0
dataclay,es.bsc.dataclay.communication.grpc.messages.common,CommonMessages.DataClayObjectMetaData.Builder,808,0,70,0,231,0,117,0,79,0
dataclay,es.bsc.dataclay.communication.grpc.messages.common,CommonMessages.ContractID.Builder,246,0,20,0,81,0,37,0,27,0
dataclay,es.bsc.dataclay.communication.grpc.messages.common,CommonMessages.FederatedObjectInfo.new AbstractParser() {...},10,0,0,0,2,0,2,0,2,0
dataclay,es.bsc.dataclay.communication.grpc.messages.common,CommonMessages.SerializedParametersOrReturn.VolatileParamsDefaultEntryHolder,9,0,0,0,5,0,1,0,1,0
dataclay,es.bsc.dataclay.communication.grpc.messages.common,CommonMessages.EventObjsMeetConditionID.new AbstractParser() {...},10,0,0,0,2,0,2,0,2,0
dataclay,es.bsc.dataclay.communication.grpc.messages.common,CommonMessages.ECAID,381,0,35,0,115,0,54,0,36,0
dataclay,es.bsc.dataclay.communication.grpc.messages.common,CommonMessages.CredentialID.new AbstractParser() {...},10,0,0,0,2,0,2,0,2,0
dataclay,es.bsc.dataclay.communication.grpc.messages.common,CommonMessages.SerializedParametersOrReturn.PersParamsDefaultEntryHolder,9,0,0,0,5,0,1,0,1,0
dataclay,es.bsc.dataclay.communication.grpc.messages.common,CommonMessages.ContractID.new AbstractParser() {...},10,0,0,0,2,0,2,0,2,0
dataclay,es.bsc.dataclay.communication.grpc.messages.common,CommonMessages.DataContractID.Builder,246,0,20,0,81,0,37,0,27,0
dataclay,es.bsc.dataclay.communication.grpc.messages.common,CommonMessages.OperationID.new AbstractParser() {...},10,0,0,0,2,0,2,0,2,0
dataclay,es.bsc.dataclay.exceptions.logicmodule.contractmgr,ContractNotExistException,0,15,0,0,0,2,0,1,0,1
dataclay,es.bsc.dataclay.exceptions.logicmodule.contractmgr,ContractNotActiveException,0,15,0,0,0,2,0,1,0,1
dataclay,es.bsc.dataclay.exceptions.logicmodule.contractmgr,AccountNotRegisteredInContract,0,17,0,0,0,2,0,1,0,1
dataclay,es.bsc.dataclay.exceptions.logicmodule.contractmgr,AccountAlreadyRegisteredInContract,0,17,0,0,0,2,0,1,0,1
dataclay,es.bsc.dataclay.exceptions.logicmodule.contractmgr,InterfaceNotInContractException,0,17,0,0,0,2,0,1,0,1
dataclay,es.bsc.dataclay.exceptions.logicmodule.contractmgr,ContractNotPublicException,0,15,0,0,0,2,0,1,0,1
dataclay,es.bsc.dataclay.util.events.type,EventType,20,0,0,0,9,0,5,0,5,0
dataclay,es.bsc.dataclay.util.events.type,PersistedObjEventType,135,0,8,0,41,0,19,0,15,0
