GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
dataclay,es.bsc.dataclay.util.events.type,UpdatedObjEventType,125,0,8,0,40,0,18,0,14,0
dataclay,es.bsc.dataclay.util.events.type,DeletedObjEventType,125,0,8,0,40,0,18,0,14,0
dataclay,es.bsc.dataclay.logic.classmgr.bytecode.pysrc.codeutils,LineFactory,173,0,8,0,31,0,10,0,6,0
dataclay,es.bsc.dataclay.logic.classmgr.bytecode.pysrc.codeutils,SourceContainer,237,0,10,0,46,0,15,0,10,0
dataclay,es.bsc.dataclay.util.events.listeners,ECA,165,0,18,0,53,0,31,0,22,0
dataclay,es.bsc.dataclay.paraver,ParaverValuesGenerator,195,0,12,0,34,0,9,0,3,0
dataclay,storage,StorageObject,102,0,0,0,28,0,26,0,26,0
dataclay,storage,StorageItf,479,0,30,0,125,0,30,0,15,0
dataclay,storage,StorageException,11,0,0,0,6,0,3,0,3,0
dataclay,es.bsc.dataclay.logic.server,LogicModuleSrv.new Thread() {...},21,0,2,0,8,0,3,0,2,0
dataclay,es.bsc.dataclay.logic.server,LogicModuleSrv,175,0,0,0,48,0,11,0,11,0
dataclay,es.bsc.dataclay.exceptions.metadataservice,ObjectAlreadyRegisteredException,19,16,0,0,2,2,1,1,1,1
dataclay,es.bsc.dataclay.exceptions.metadataservice,MultipleAliasesException,19,0,0,0,2,0,1,0,1,0
dataclay,es.bsc.dataclay.exceptions.metadataservice,StorageLocationNotExistException,47,0,0,0,6,0,3,0,3,0
dataclay,es.bsc.dataclay.exceptions.metadataservice,ExecutionEnvironmentAlreadyExistsException,16,0,0,0,3,0,1,0,1,0
dataclay,es.bsc.dataclay.exceptions.metadataservice,ObjectNotRegisteredException,13,16,0,0,2,2,1,1,1,1
dataclay,es.bsc.dataclay.exceptions.metadataservice,ExecutionEnvironmentNotExistException,46,16,0,0,6,2,3,1,3,1
dataclay,es.bsc.dataclay.exceptions.metadataservice,AliasAlreadyInUseException,15,0,0,0,2,0,1,0,1,0
dataclay,es.bsc.dataclay.exceptions.metadataservice,ObjectHasReplicas,0,16,0,0,0,2,0,1,0,1
dataclay,es.bsc.dataclay.exceptions.metadataservice,ExternalDataClayNotRegisteredException,50,0,0,0,6,0,3,0,3,0
dataclay,es.bsc.dataclay.exceptions.metadataservice,StorageLocationAlreadyExistsException,16,0,0,0,2,0,1,0,1,0
dataclay,es.bsc.dataclay.exceptions.logicmodule.datacontractmgr,DataContractNotPublicException,15,0,0,0,2,0,1,0,1,0
dataclay,es.bsc.dataclay.exceptions.logicmodule.datacontractmgr,AccountAlreadyHasADataContractWithProvider,0,17,0,0,0,2,0,1,0,1
dataclay,es.bsc.dataclay.exceptions.logicmodule.datacontractmgr,DataContractNotActiveException,15,0,0,0,2,0,1,0,1,0
dataclay,es.bsc.dataclay.exceptions.logicmodule.datacontractmgr,AccountHasNoDataContractWithProvider,0,17,0,0,0,2,0,1,0,1
dataclay,es.bsc.dataclay.exceptions.logicmodule.datacontractmgr,DataContractNotExistException,15,0,0,0,2,0,1,0,1,0
dataclay,es.bsc.dataclay.serialization.lib,DataClaySerializationLib,901,48,100,4,194,13,62,2,10,2
dataclay,es.bsc.dataclay.serialization.lib,SerializationLibUtils,205,0,16,0,48,0,14,0,6,0
dataclay,es.bsc.dataclay.serialization.lib,LanguageParamOrReturn,98,0,0,0,27,0,12,0,12,0
dataclay,es.bsc.dataclay.serialization.lib,SerializedParametersOrReturn,300,0,14,0,60,0,24,0,17,0
dataclay,es.bsc.dataclay.serialization.lib,DataClayDeserializationLib,685,33,61,3,165,10,44,2,12,2
dataclay,es.bsc.dataclay.serialization.lib,ObjectWithDataParamOrReturn,156,0,0,0,39,0,16,0,16,0
dataclay,es.bsc.dataclay.serialization.lib,ImmutableParamOrReturn,68,0,0,0,21,0,10,0,10,0
dataclay,es.bsc.dataclay.serialization.lib,PersistentParamOrReturn,145,0,0,0,39,0,15,0,15,0
dataclay,es.bsc.dataclay.logic.datacontractmgr,DataContractManagerSQLStatements,0,8,1,1,0,4,1,1,0,1
dataclay,es.bsc.dataclay.logic.datacontractmgr,DataContractManagerDB,238,539,32,38,79,153,28,21,2,12
dataclay,es.bsc.dataclay.logic.datacontractmgr,DataContractManagerSQLStatements.SqlStatements,0,125,0,2,0,19,0,5,0,4
dataclay,es.bsc.dataclay.logic.datacontractmgr,DataContractManager,51,271,8,22,14,61,9,20,2,12
dataclay,es.bsc.dataclay.logic.classmgr.bytecode.java.methods,ConstructorMethodTransformer,239,0,34,0,50,0,23,0,6,0
dataclay,es.bsc.dataclay.logic.classmgr.bytecode.java.methods,DataClayStubMethodTransformer,201,0,10,0,58,0,10,0,5,0
dataclay,es.bsc.dataclay.logic.classmgr.bytecode.java.methods,DataClayMethodTransformer,232,0,22,0,51,0,18,0,7,0
dataclay,es.bsc.dataclay.logic.classmgr.bytecode.java.methods,DataClayExecutionMethodTransformer,764,0,44,0,198,0,30,0,8,0
dataclay,es.bsc.dataclay.util.management.datasetmgr,DataSet,17,38,0,0,6,16,1,8,1,8
dataclay,es.bsc.dataclay.util.events,EventMessageStateOuter.EventState,107,0,6,0,19,0,9,0,6,0
dataclay,es.bsc.dataclay.util.events,EventMessageStateOuter,8,0,2,0,4,0,2,0,1,0
dataclay,es.bsc.dataclay.util.events,EventTypeOuter.EventTypeEnum,123,0,8,0,26,0,12,0,8,0
dataclay,es.bsc.dataclay.util.events,EventTypeOuter,8,0,2,0,4,0,2,0,1,0
dataclay,es.bsc.dataclay.util.filtering,Condition.ConditionValueType,220,0,4,0,13,0,6,0,4,0
dataclay,es.bsc.dataclay.util.filtering,ASTParser.ASTOperand,164,0,8,0,13,0,8,0,4,0
dataclay,es.bsc.dataclay.util.filtering,ConditionParser,259,0,28,0,54,0,21,0,7,0
dataclay,es.bsc.dataclay.util.filtering,ASTParser.ASTListOp,109,0,8,0,13,0,8,0,4,0
dataclay,es.bsc.dataclay.util.filtering,DataClayPredicate,171,0,21,0,32,0,20,0,7,0
dataclay,es.bsc.dataclay.util.filtering,ASTParser.ASTKeyword,153,0,8,0,13,0,8,0,4,0
dataclay,es.bsc.dataclay.util.filtering,ASTUtil.new TypeReference() {...},3,0,0,0,1,0,1,0,1,0
dataclay,es.bsc.dataclay.util.filtering,ASTParser.ValueType,209,0,4,0,12,0,6,0,4,0
dataclay,es.bsc.dataclay.util.filtering,Condition.ConditionOp,182,0,4,0,13,0,8,0,6,0
dataclay,es.bsc.dataclay.util.filtering,Condition,416,0,67,0,89,0,50,0,9,0
dataclay,es.bsc.dataclay.util.filtering,ASTParser,350,0,55,0,72,0,42,0,6,0
dataclay,es.bsc.dataclay.util.filtering,ASTUtil,75,0,0,0,19,0,4,0,4,0
dataclay,es.bsc.dataclay.util.info,VersionInfo,60,0,4,0,20,0,13,0,11,0
dataclay,es.bsc.dataclay.util.info,EnrichmentInfo,56,0,0,0,24,0,12,0,12,0
dataclay,com.ibm.wala.model.java.lang,System,224,0,36,0,48,0,20,0,2,0
dataclay,com.ibm.wala.model.java.lang,Thread,10,0,0,0,3,0,3,0,3,0
dataclay,es.bsc.dataclay.tool,AccessNamespace,287,0,20,0,63,0,12,0,2,0
dataclay,es.bsc.dataclay.tool,NewModelContract,283,0,24,0,66,0,14,0,2,0
dataclay,es.bsc.dataclay.tool,GetNamespaces,82,0,6,0,24,0,5,0,2,0
dataclay,es.bsc.dataclay.tool,Util.LANGS,91,0,10,0,19,0,10,0,5,0
dataclay,es.bsc.dataclay.tool,GetNamespaceLang,91,0,6,0,23,0,5,0,2,0
dataclay,es.bsc.dataclay.tool,GetBackends,126,0,10,0,31,0,8,0,3,0
dataclay,es.bsc.dataclay.tool,WaitForDataClayToBeAlive,67,0,8,0,22,0,6,0,2,0
dataclay,es.bsc.dataclay.tool,NewAccount,77,0,4,0,18,0,4,0,2,0
dataclay,es.bsc.dataclay.tool,GetCurrentDataClayID,29,0,0,0,10,0,2,0,2,0
dataclay,es.bsc.dataclay.tool,Util.ERRCODE,51,0,0,0,6,0,2,0,2,0
dataclay,es.bsc.dataclay.tool,Util.DATASETTYPES,77,0,6,0,14,0,7,0,4,0
dataclay,es.bsc.dataclay.tool,NewDataContract,167,0,12,0,41,0,8,0,2,0
dataclay,es.bsc.dataclay.tool,Util,54,0,6,0,16,0,8,0,5,0
dataclay,es.bsc.dataclay.tool,AccessDataclayModel,97,0,8,0,26,0,6,0,2,0
dataclay,es.bsc.dataclay.tool,NewDataset,169,0,12,0,42,0,8,0,2,0
dataclay,es.bsc.dataclay.tool,NewModel,459,0,38,0,102,0,23,0,4,0
dataclay,es.bsc.dataclay.tool,ImportModelsFromExternalDataClay,64,0,2,0,16,0,3,0,2,0
dataclay,es.bsc.dataclay.tool,GetDatasets,131,0,8,0,30,0,6,0,2,0
dataclay,es.bsc.dataclay.tool,GetStubs,138,0,12,0,34,0,8,0,2,0
dataclay,es.bsc.dataclay.tool,NewNamespace,146,0,10,0,34,0,7,0,2,0
dataclay,es.bsc.dataclay.tool,NewDataClayInstance,53,0,2,0,14,0,3,0,2,0
dataclay,es.bsc.dataclay.tool,GetExternalDataClayID,76,0,4,0,17,0,4,0,2,0
dataclay,es.bsc.dataclay.logic.classmgr.bytecode.java.constants,ByteCodeMethods,894,0,0,0,70,0,1,0,1,0
dataclay,es.bsc.dataclay.logic.classmgr.bytecode.java.constants,ByteCodeTypes,232,0,0,0,77,0,1,0,1,0
dataclay,es.bsc.dataclay.util.replication,SequentialConsistency,115,0,12,0,28,0,11,0,5,0
dataclay,es.bsc.dataclay.util.replication,Replication,25,0,0,0,4,0,3,0,3,0
dataclay,es.bsc.dataclay.dbhandler,DBHandlerConf,0,3,0,0,0,1,0,1,0,1
dataclay,es.bsc.dataclay.dbhandler,Utils,92,0,4,0,14,0,6,0,4,0
dataclay,es.bsc.dataclay.dbhandler,DBHandlerFactory.DBHandlerType,0,34,0,0,0,4,0,1,0,1
dataclay,es.bsc.dataclay.dbhandler,DBHandlerFactory,81,0,5,0,19,0,5,0,2,0
dataclay,es.bsc.dataclay.communication.grpc.services.dataservice,DataServiceService,2082,0,78,0,654,0,85,0,46,0
dataclay,es.bsc.dataclay.communication.grpc.services.dataservice,DataServiceServer,65,0,4,0,20,0,7,0,5,0
dataclay,es.bsc.dataclay.util.configs,CfgAdminEnvLoader,41,0,8,0,8,0,6,0,2,0
dataclay,es.bsc.dataclay.util.configs,CfgDataServiceEnvLoader,195,0,9,0,42,0,9,0,4,0
dataclay,es.bsc.dataclay.util.configs,CfgLogicEnvLoader.ConfigLogicProperties,54,0,0,0,6,0,1,0,1,0
dataclay,es.bsc.dataclay.util.configs,CfgLogicEnvLoader,114,0,10,0,24,0,8,0,3,0
dataclay,es.bsc.dataclay.util.configs,CfgDataService,42,0,0,0,16,0,6,0,6,0
dataclay,es.bsc.dataclay.util.configs,CfgLogic,33,0,0,0,12,0,6,0,6,0
dataclay,es.bsc.dataclay.util.configs,CfgDataServiceEnvLoader.ConfigDataServiceProperties,88,0,0,0,14,0,4,0,4,0
dataclay,es.bsc.dataclay.util.yaml,CommonYAML,0,9,0,0,0,2,0,1,0,1
dataclay,es.bsc.dataclay.util.yaml,CustomRepresenter,3,49,3,7,1,12,3,4,0,2
dataclay,es.bsc.dataclay.util.yaml,CustomRepresenter.RepresentID,0,29,0,0,0,3,0,2,0,2
dataclay,es.bsc.dataclay.util.structs,LruCache,22,36,0,0,7,9,5,5,5,5
dataclay,es.bsc.dataclay.util.structs,Tuple,25,58,3,3,4,14,5,7,2,7
dataclay,es.bsc.dataclay.util.structs,CacheLinkedHashMap,0,18,0,2,0,4,0,3,0,2
dataclay,es.bsc.dataclay.util.structs,LruCacheByDate,72,58,5,1,23,14,11,5,8,5
dataclay,es.bsc.dataclay.util.structs,Triple,110,0,8,0,23,0,15,0,11,0
dataclay,es.bsc.dataclay.util.structs,LruCacheByDate.new Runnable() {...},0,10,0,0,0,3,0,2,0,2
dataclay,es.bsc.dataclay.logic.classmgr.bytecode.java.switches,DataClaySwitchByImplementationID,320,0,34,0,67,0,19,0,2,0
dataclay,es.bsc.dataclay.serialization.util.ids,ObjectIDWrapper,66,0,4,0,20,0,12,0,10,0
dataclay,es.bsc.dataclay.util.management.namespacemgr,Namespace,54,200,4,0,12,52,5,22,3,22
dataclay,es.bsc.dataclay.util.management.namespacemgr,ImportedInterface,368,234,34,20,68,76,29,33,3,32
dataclay,es.bsc.dataclay.serialization.buffer,DirectNettyBuffer,146,597,5,49,43,138,23,68,20,44
dataclay,es.bsc.dataclay.serialization.buffer,GrpcByteBuffer,93,0,0,0,61,0,61,0,61,0
dataclay,es.bsc.dataclay.serialization.buffer,JavaByteBuffer,295,433,12,34,82,109,32,53,25,37
dataclay,es.bsc.dataclay.serialization.buffer,HeapNettyBuffer,739,0,52,0,179,0,90,0,64,0
dataclay,es.bsc.dataclay.serialization.buffer,DataClayByteArray,52,0,0,0,13,0,6,0,6,0
dataclay,es.bsc.dataclay.dataservice.server,DataServiceSrv,276,0,8,0,76,0,12,0,8,0
dataclay,es.bsc.dataclay.dataservice.server,DataServiceSrv.new Thread() {...},21,0,2,0,8,0,3,0,2,0
dataclay,es.bsc.dataclay.dbhandler.sql.common,ConnectionWrapper,262,15,0,0,69,5,52,3,52,3
dataclay,es.bsc.dataclay.dbhandler.sql.common,SQLArray,93,168,8,20,15,31,17,12,9,6
dataclay,es.bsc.dataclay.dbhandler.sql.common,SQLConnectionWrapper,274,0,0,0,74,0,55,0,55,0
dataclay,es.bsc.dataclay.dbhandler.sql.common,PreparedStatementWrapper,616,0,2,0,184,0,113,0,112,0
dataclay,es.bsc.dataclay.dbhandler.sql.common,SQLResultSetWrapper,990,111,1,5,279,30,180,19,179,17
dataclay,es.bsc.dataclay.util.management.classmgr.features,Feature.FeatureType,5,93,1,1,1,17,1,5,0,5
dataclay,es.bsc.dataclay.util.management.classmgr.features,ArchitectureFeature,57,0,6,0,19,0,12,0,9,0
dataclay,es.bsc.dataclay.util.management.classmgr.features,LanguageFeature,58,35,10,4,15,11,13,5,6,5
dataclay,es.bsc.dataclay.util.management.classmgr.features,Feature,8,15,1,1,3,7,2,3,1,3
dataclay,es.bsc.dataclay.util.management.classmgr.features,MemoryFeature,71,0,6,0,20,0,13,0,10,0
dataclay,es.bsc.dataclay.util.management.classmgr.features,CPUFeature,71,0,6,0,20,0,13,0,10,0
dataclay,es.bsc.dataclay.util.management.classmgr.features,QualitativeFeature,3,4,0,0,2,2,1,1,1,1
dataclay,es.bsc.dataclay.util.management.classmgr.features,QuantitativeFeature,7,0,0,0,4,0,2,0,2,0
dataclay,es.bsc.dataclay.api,CallbackEvent.EventType,24,0,0,0,3,0,1,0,1,0
dataclay,es.bsc.dataclay.api,CallbackEvent,103,0,10,0,38,0,19,0,14,0
dataclay,es.bsc.dataclay.api,CallbackHandler,3,0,0,0,1,0,1,0,1,0
dataclay,es.bsc.dataclay.api,DataClay,1665,0,193,0,427,0,140,0,42,0
dataclay,es.bsc.dataclay.api,DataClay.new Thread() {...},96,0,6,0,14,0,5,0,2,0
dataclay,es.bsc.dataclay.api,DataClayException,11,0,0,0,6,0,3,0,3,0
dataclay,es.bsc.dataclay.exceptions.dbhandler,DbObjectAlreadyExistException,0,17,0,0,0,3,0,1,0,1
dataclay,es.bsc.dataclay.exceptions.dbhandler,DbObjectNotExistException,6,17,0,0,2,3,1,1,1,1
dataclay,es.bsc.dataclay.exceptions.dbhandler,DbHandlerException,13,0,0,0,4,0,2,0,2,0
dataclay,es.bsc.dataclay.commonruntime,ClientManagementLib.new Thread() {...},20,0,2,0,9,0,3,0,2,0
dataclay,es.bsc.dataclay.commonruntime,DataServiceRuntime,1205,0,138,0,271,0,106,0,37,0
dataclay,es.bsc.dataclay.commonruntime,ClientRuntime.new ThreadFactory() {...},12,6,0,0,4,1,1,1,1,1
dataclay,es.bsc.dataclay.commonruntime,RuntimeUtils,71,0,12,0,19,0,11,0,5,0
dataclay,es.bsc.dataclay.commonruntime,ClientManagementLib,3191,0,70,0,522,0,115,0,80,0
dataclay,es.bsc.dataclay.commonruntime,DataClayRuntime,2905,60,256,0,611,15,216,2,88,2
dataclay,es.bsc.dataclay.commonruntime,ClientRuntime,339,27,34,0,77,7,32,2,15,2
dataclay,es.bsc.dataclay.commonruntime,DataServiceRuntime.new ThreadFactory() {...},28,0,0,0,5,0,2,0,2,0
